,ID,compositionality_type,question,answers,topic_ids,answer_ids
105,WebQTrn-2346_82c47c7560603b9f2bf6641c4008d9e2,composition,What spoken languages are used in the country with national anthem of the Republic of China?,"[{'aliases': ['Mandarin dialects'], 'answer': 'Mandarin Chinese', 'answer_id': 'm.03115z'}, {'aliases': [], 'answer': 'Taiwanese Mandarin', 'answer_id': 'm.09q16b'}, {'aliases': ['Xinminhua', 'Kek', 'Hakka', 'Ke', 'Hokka', 'Tu Guangdonghua', 'Kehia', 'Hakka Chinese', 'Khek', 'Majiahua', 'Kechia', 'Chinese, Hakka', 'Kejia'], 'answer': 'Chinese, Hakka Language', 'answer_id': 'm.0dxj6'}, {'aliases': ['Taiwanese language', 'Taiwanese'], 'answer': 'Taiwanese Hokkien', 'answer_id': 'm.0g1jw'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/03115z', '/m/09q16b', '/m/0dxj6', '/m/0g1jw']"
2042,WebQTrn-2774_2189c07468f1e9088e604de6abd55511,composition,The World Music Award Choice #1 Video nominee sings which types of music?,"[{'aliases': [], 'answer': 'New jack swing', 'answer_id': 'm.021_z5'}, {'aliases': ['R&B', 'Modern R&B'], 'answer': 'Contemporary R&B', 'answer_id': 'm.025sc50'}, {'aliases': ['Disco music'], 'answer': 'Disco', 'answer_id': 'm.026z9'}, {'aliases': [], 'answer': 'Motown Sound', 'answer_id': 'm.02bqnt'}, {'aliases': ['Electronic'], 'answer': 'Electronic music', 'answer_id': 'm.02lkt'}, {'aliases': [], 'answer': 'Dance-pop', 'answer_id': 'm.02lnbg'}, {'aliases': ['Adult contemporary'], 'answer': 'Adult contemporary music', 'answer_id': 'm.02vjzr'}, {'aliases': ['Funk music'], 'answer': 'Funk', 'answer_id': 'm.02x8m'}, {'aliases': ['Post Disco'], 'answer': 'Post-disco', 'answer_id': 'm.03c34yl'}, {'aliases': [], 'answer': 'Pop rock', 'answer_id': 'm.05bt6j'}, {'aliases': ['Pop', 'pop'], 'answer': 'Pop music', 'answer_id': 'm.064t9'}, {'aliases': ['רוק', 'Rock'], 'answer': 'Rock music', 'answer_id': 'm.06by7'}, {'aliases': ['R&B', 'RnB'], 'answer': 'Rhythm and blues', 'answer_id': 'm.06j6l'}, {'aliases': ['Dance'], 'answer': 'Dance music', 'answer_id': 'm.0ggx5q'}, {'aliases': ['Soul'], 'answer': 'Soul music', 'answer_id': 'm.0gywn'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/021_z5', '/m/025sc50', '/m/026z9', '/m/02bqnt', '/m/02lkt', '/m/02lnbg', '/m/02vjzr', '/m/02x8m', '/m/03c34yl', '/m/05bt6j', '/m/064t9', '/m/06by7', '/m/06j6l', '/m/0ggx5q', '/m/0gywn']"
807,WebQTest-810_36808d9c3e62ce1bcd729d814d597c46,composition,What language is spoken where Macedonian Thrace Brewery Vergina Premium Lager beer is brewed?,"[{'aliases': ['Albanian'], 'answer': 'Albanian language', 'answer_id': 'm.012v8'}, {'aliases': ['Graecae', 'Neo-hellenic', 'Greek', 'Greco', 'Modern Greek (1453-)', 'Romaic', 'Grec', 'Ellinika'], 'answer': 'Greek Language', 'answer_id': 'm.0349s'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/012v8', '/m/0349s']"
1287,WebQTrn-2603_4333154b1e8d5234c071c0315f98402c,composition,What is the spoken language in the country where Hungarian Sign Language is used?,"[{'aliases': ['Hungarian Language', 'Magyar', 'Hungarian'], 'answer': 'Hungarian language', 'answer_id': 'm.02ztjwg'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/02ztjwg']
2303,WebQTrn-577_00190585dba1ae6683ec8f49dcfb774e,composition,What kind of government does Chile have today?,"[{'aliases': ['Presidential'], 'answer': 'Presidential system', 'answer_id': 'm.01d9r3'}, {'aliases': ['Unitary republic', 'Unitary'], 'answer': 'Unitary state', 'answer_id': 'm.01fpfn'}, {'aliases': ['Constitutional'], 'answer': 'Constitutional republic', 'answer_id': 'm.0c9rw5'}, {'aliases': ['Democratic'], 'answer': 'Democratic republic', 'answer_id': 'm.0fpgmpz'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/01d9r3', '/m/01fpfn', '/m/0c9rw5', '/m/0fpgmpz']"
705,WebQTrn-2150_60631e574fcda74eeb2d16d9b4dd8701,composition,What three countries border the nation where Chicomuceltec Language is spoken?,"[{'aliases': [], 'answer': 'Belize', 'answer_id': 'm.0164b'}, {'aliases': ['Guatemala.'], 'answer': 'Guatemala', 'answer_id': 'm.0345_'}, {'aliases': ['U.S. of A.', ""Estats Units d'Amèrica"", 'USA', 'U.S.A.', 'U.S.', 'The States', 'US', 'United States', 'America'], 'answer': 'United States of America', 'answer_id': 'm.09c7w0'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/0164b', '/m/0345_', '/m/09c7w0']"
3396,WebQTrn-2139_0b579b43c5c13202f21268987ba710b0,composition,When did an athlete who is sponsored by Circuit City win the gold medal?,"[{'aliases': ['Games of the XXIX Olympiad'], 'answer': '2008 Summer Olympics', 'answer_id': 'm.0kbws'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/0kbws']
587,WebQTrn-3507_449d8290843c01e97977a25b49daeddf,composition,"In the film with the character named Cute Hobbit Child #3, who plays Saruman?","[{'aliases': ['Sir Christopher Frank Carandini Lee, CBE, CStJ', 'Cristopher Lee', 'Sir Christopher Frank Carandini Lee', 'Chris Lee', 'Chris', 'Sir Christopher Lee', 'Christopher Frank Carandini Lee'], 'answer': 'Christopher Lee', 'answer_id': 'm.0f0kz'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/0f0kz']
713,WebQTrn-2736_3b676cf5603d91ac09fd09d3697b68fb,composition,What languages do people speak in the circulation area of the newspaper Akher Saa?,"[{'aliases': ['Siwa', 'Siwi', 'Oasis Berber', 'Sioua', 'Zenati'], 'answer': 'Siwi Language', 'answer_id': 'm.012zfy'}, {'aliases': ['High Arabic', 'Fasih', 'Modern Literary Arabic', 'Arabic, Standard', 'Al Arabiya', 'Al Fus-ha'], 'answer': 'Modern Standard Arabic', 'answer_id': 'm.025rvv7'}, {'aliases': ['Arabic, Egyptian Spoken', 'Lower Egypt Arabic', 'Arabic, Egyptian Spoken Language', 'Normal Egyptian Arabic', 'Massry'], 'answer': 'Egyptian Arabic', 'answer_id': 'm.02hx2cr'}, {'aliases': ['Sa`idi', 'Upper Egypt Arabic', 'Sa<idi'], 'answer': ""Sa'idi Arabic"", 'answer_id': 'm.02hxbhg'}, {'aliases': ['Arabic, Sudanese Spoken', 'Khartoum Arabic'], 'answer': 'Arabic, Sudanese Spoken Language', 'answer_id': 'm.035t_3'}, {'aliases': ['Bedawi', 'Arabic Bedawi language', 'Arabic, Levantine Bedawi Spoken', 'Bedawi Arabic language', 'Eastern Egyptian Bedawi Arabic language', 'Levantine Bedawi Arabic', 'Arabic, Eastern Egyptian Bedawi Spoken Language'], 'answer': 'Bedawi Arabic', 'answer_id': 'm.03wc2kf'}, {'aliases': ['Nobiin', 'Fiyadikkya', 'Mahas', 'Mahas-fiadidja', 'Sukot', 'Fadicha', 'Nile Nubian', 'Mahas-fiyadikkya', 'Fadija', 'Fiadidja', 'Fiadidja-mahas', 'Fedicca', 'Fedija', 'Fadicca'], 'answer': 'Nobiin Language', 'answer_id': 'm.051bnt'}, {'aliases': ['Tsigene', 'Mehtar', 'Barake', 'Dom', 'Domra Magu Hiya', 'Near-eastern Gypsy', 'Domari', 'Gypsy', 'Middle Eastern Romani', 'Nawari', 'Luti', 'Kurbat', 'Nawar'], 'answer': 'Domari Language', 'answer_id': 'm.0c4chg'}, {'aliases': ['Arabic', '/m/0jzc', 'عربي', 'اللغة العربية'], 'answer': 'Arabic Language', 'answer_id': 'm.0jzc'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/03m5y9p', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/012zfy', '/m/025rvv7', '/m/02hx2cr', '/m/02hxbhg', '/m/035t_3', '/m/03wc2kf', '/m/051bnt', '/m/0c4chg', '/m/0jzc']"
30,WebQTrn-3517_729a7d1cb0dc9ea34d745db1f1115860,composition,"What color are the uniforms of the team whose mascot is ""Big Red""?","[{'aliases': [], 'answer': 'Black', 'answer_id': 'm.019sc'}, {'aliases': [], 'answer': 'Cardinal', 'answer_id': 'm.03wkwg'}, {'aliases': [], 'answer': 'White', 'answer_id': 'm.083jv'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/019sc', '/m/03wkwg', '/m/083jv']"
2318,WebQTrn-686_63d181eb93ad383e9ab7a345a55fd95a,composition,"What movie did the individual that wrote ""Cockiness (Love It)"" play in?","[{'aliases': [], 'answer': 'Battleship', 'answer_id': 'm.0bh8tgs'}, {'aliases': ['The End of the World', 'The Apocalypse'], 'answer': 'This Is the End', 'answer_id': 'm.0hz4j2j'}, {'aliases': ['Happy Smekday!'], 'answer': 'Home', 'answer_id': 'm.0mwfph8'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/0bh8tgs', '/m/0hz4j2j', '/m/0mwfph8']"
1958,WebQTest-1137_39ac66acc5ab6fee74a0d27eaf772553,composition,What state and country can you fin Murray Baker Bridge?,"[{'aliases': ['Ill', 'Land of Lincoln', 'IL', 'IL, Ill.'], 'answer': 'Illinois', 'answer_id': 'm.03v0t'}, {'aliases': [], 'answer': 'North America', 'answer_id': 'm.059g4'}, {'aliases': ['U.S. of A.', ""Estats Units d'Amèrica"", 'USA', 'U.S.A.', 'U.S.', 'The States', 'US', 'United States', 'America'], 'answer': 'United States of America', 'answer_id': 'm.09c7w0'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/03v0t', '/m/059g4', '/m/09c7w0']"
309,WebQTrn-2095_5458ae90188e82c41556e93243c2b112,composition,In what continent is the country with Belize dollar located?,"[{'aliases': [], 'answer': 'North America', 'answer_id': 'm.059g4'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/059g4']
2474,WebQTest-1638_8e791ba66d93dd25bcbd707071899cd7,composition,What is the predominant language in the country where the breed Malinois originated?,"[{'aliases': ['Nederlandse taal', 'Nederlands', 'Hollands', 'Dutch'], 'answer': 'Dutch Language', 'answer_id': 'm.02bv9'}, {'aliases': ['German, Standard Language', 'Deutsch', 'German', 'Tedesco', 'High German', 'Hochdeutsch', 'German, Standard'], 'answer': 'German Language', 'answer_id': 'm.04306rv'}, {'aliases': ['Francais', 'Français', 'French', 'French language'], 'answer': 'French', 'answer_id': 'm.064_8sq'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/02bv9', '/m/04306rv', '/m/064_8sq']"
3161,WebQTrn-2944_bcc7cf86fe716e0c10225e1a98b719bb,composition,The person who spoke publicly about energy development is from which country?,"[{'aliases': ['U.S. of A.', ""Estats Units d'Amèrica"", 'USA', 'U.S.A.', 'U.S.', 'The States', 'US', 'United States', 'America'], 'answer': 'United States of America', 'answer_id': 'm.09c7w0'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/09c7w0']
2272,WebQTrn-648_1ae1a6be469266690c163ee3f6e0293c,composition,Where is government of Israel's cabinet located?,"[{'aliases': [], 'answer': 'Asia', 'answer_id': 'm.0j0k'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/0j0k']
624,WebQTest-237_80df01c70b12c484b452df65432b4939,composition,"What jobs did the artist who recorded ""The Incredible"" hold?","[{'aliases': ['Businesswoman', 'Business person', 'Businessman'], 'answer': 'Businessperson', 'answer_id': 'm.012t_z'}, {'aliases': ['Film actress', 'Movie actress', 'Movie actor', 'Actress', 'Film actor', 'Theatre Actor'], 'answer': 'Actor', 'answer_id': 'm.02hrh1q'}, {'aliases': ['Filmmaker'], 'answer': 'Film director', 'answer_id': 'm.02jknp'}, {'aliases': [], 'answer': 'Guitarist', 'answer_id': 'm.039v1'}, {'aliases': ['Musical Artist', 'Instrumentalist'], 'answer': 'Musician', 'answer_id': 'm.09jwl'}, {'aliases': ['Vocalist'], 'answer': 'Singer', 'answer_id': 'm.09l65'}, {'aliases': [], 'answer': 'Rapper', 'answer_id': 'm.0hpcdn2'}, {'aliases': [], 'answer': 'Songwriter', 'answer_id': 'm.0nbcg'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/012t_z', '/m/02hrh1q', '/m/02jknp', '/m/039v1', '/m/09jwl', '/m/09l65', '/m/0hpcdn2', '/m/0nbcg']"
946,WebQTrn-2944_6bd2ce4aab631c5e72a80da02ce8c1b3,composition,"Which country is ""The Audacity of Hope"" award nominated artist from?","[{'aliases': ['U.S. of A.', ""Estats Units d'Amèrica"", 'USA', 'U.S.A.', 'U.S.', 'The States', 'US', 'United States', 'America'], 'answer': 'United States of America', 'answer_id': 'm.09c7w0'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/09c7w0']
905,WebQTrn-3529_3279fa8279af206d4c6c713d890bd2a0,composition,What movies feature the actor who portrayed the character Billy the Kid?,"[{'aliases': [], 'answer': 'By Way of Helena', 'answer_id': 'm.01222hf6'}, {'aliases': [], 'answer': 'The Dressmaker', 'answer_id': 'm.0123hmcd'}, {'aliases': ['Independence Day 2', 'ID Forever Part I'], 'answer': 'Draft:Independence Day 2', 'answer_id': 'm.0134v4hd'}, {'aliases': ['Prédictions'], 'answer': 'Knowing', 'answer_id': 'm.047v2p4'}, {'aliases': ['Ghost Ship'], 'answer': 'Triangle', 'answer_id': 'm.06_vszc'}, {'aliases': ['El último beso', 'Son sarki', 'La dernière chanson', 'La ultima canción', 'Mit Dir an meiner Seite', 'To teleftaio tragoudi', 'A Melodia do Adeus', 'Viimane laul', 'The Last Song: Ostatnia piosenka', 'A Última Música', 'Az utolsó dal', 'La última canción', 'Untitled Miley Cyrus ProjectViimane laul'], 'answer': 'The Last Song', 'answer_id': 'm.07ykkx5'}, {'aliases': ['The Expendables II'], 'answer': 'The Expendables 2', 'answer_id': 'm.0gffmn8'}, {'aliases': [], 'answer': 'The Hunger Games', 'answer_id': 'm.0gkz15s'}, {'aliases': ['AWOL'], 'answer': 'Love and Honor', 'answer_id': 'm.0gxtt2w'}, {'aliases': [], 'answer': 'Arabian Nights', 'answer_id': 'm.0gxtt3_'}, {'aliases': [], 'answer': 'Timeless', 'answer_id': 'm.0hz6697'}, {'aliases': [], 'answer': 'Paranoia', 'answer_id': 'm.0k9390g'}, {'aliases': [], 'answer': 'Empire State', 'answer_id': 'm.0lcw1gn'}, {'aliases': ['Catching Fire', 'The Hunger Games 2'], 'answer': 'The Hunger Games: Catching Fire', 'answer_id': 'm.0n40qmp'}, {'aliases': ['The Hunger Games: Mockingjay – Part 1'], 'answer': 'The Hunger Games: Mockingjay, Part 1', 'answer_id': 'm.0ngvsvk'}, {'aliases': ['The Hunger Games: Mockingjay – Part 2'], 'answer': 'The Hunger Games: Mockingjay, Part 2', 'answer_id': 'm.0ngvtb_'}, {'aliases': [], 'answer': 'Aurora Rising', 'answer_id': 'm.0v9rfj5'}, {'aliases': [], 'answer': 'Cut Bank', 'answer_id': 'm.0wk4knj'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/01222hf6', '/m/0123hmcd', '/m/0134v4hd', '/m/047v2p4', '/m/06_vszc', '/m/07ykkx5', '/m/0gffmn8', '/m/0gkz15s', '/m/0gxtt2w', '/m/0gxtt3_', '/m/0hz6697', '/m/0k9390g', '/m/0lcw1gn', '/m/0n40qmp', '/m/0ngvsvk', '/m/0ngvtb_', '/m/0v9rfj5', '/m/0wk4knj']"
3331,WebQTrn-3271_5272ec25885790432c68839f55efc35e,composition,What is the spoken language in the country where Kunstmann Beer is made?,"[{'aliases': ['Aymara'], 'answer': 'Aymara language', 'answer_id': 'm.01y5tq'}, {'aliases': ['Mapuche', 'Mapudungu', 'Mapudungun', 'Araucano', 'Maputongo'], 'answer': 'Mapudungun Language', 'answer_id': 'm.01zn1j'}, {'aliases': ['Easter Island', 'Pascuense', 'Rapa Nui'], 'answer': 'Rapa Nui Language', 'answer_id': 'm.0565hv'}, {'aliases': ['Español', 'Spanish language', 'Castillian', 'Spanish', 'The language of Cervantes', 'Castellano', 'Castillan', 'Castilian'], 'answer': 'Spanish Language', 'answer_id': 'm.06nm1'}, {'aliases': ['Puquina'], 'answer': 'Puquina Language', 'answer_id': 'm.09_sxt'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/01y5tq', '/m/01zn1j', '/m/0565hv', '/m/06nm1', '/m/09_sxt']"
2777,WebQTest-1364_931e57f6b0676dd49dd02798e9e5e9f8,composition,What is the spoken language in the place where breed Shetland Sheepdog originated?,"[{'aliases': ['Sekgoa', 'Anglit', 'English language', 'English'], 'answer': 'English Language', 'answer_id': 'm.02h40lc'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/02h40lc']
533,WebQTest-810_cfcb8ee843e79059ec902e53426d5d04,composition,People from the location that appointed Antonis Samaras to governmental position speak what languages?,"[{'aliases': ['Albanian'], 'answer': 'Albanian language', 'answer_id': 'm.012v8'}, {'aliases': ['Graecae', 'Neo-hellenic', 'Greek', 'Greco', 'Modern Greek (1453-)', 'Romaic', 'Grec', 'Ellinika'], 'answer': 'Greek Language', 'answer_id': 'm.0349s'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/012v8', '/m/0349s']"
1940,WebQTest-1005_4c58d9b15f348605dc97d7e0fa457f70,composition,"Find the place that speaks Berber, what is the capital city of this place?","[{'aliases': [], 'answer': 'Rabat', 'answer_id': 'm.0fs44'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/0fs44']
3432,WebQTrn-659_d1fc3947ed4865e2143cf7690cbb5220,composition,Where does the actor who played the character Gina Fineman live?,"[{'aliases': ['Los Angeles, California, USA', 'LA', 'Los Angeles, California', 'Los Angeles, USA', 'City of Angels', 'L.A.', 'Los Angeles County / Los Angeles city', 'Los Angeles, CA'], 'answer': 'Los Angeles', 'answer_id': 'm.030qb3t'}, {'aliases': ['Las Vegas, Nevada', 'Vegas', 'Sin City', 'Clark County / Las Vegas city'], 'answer': 'Las Vegas', 'answer_id': 'm.0cv3w'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/030qb3t', '/m/0cv3w']"
777,WebQTest-1005_69bcd525167836f8b61c8bd6f124d27e,composition,What's the capital city of the place where Kundun was filmed?,"[{'aliases': [], 'answer': 'Rabat', 'answer_id': 'm.0fs44'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/03m5y9p', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/0fs44']
176,WebQTrn-3271_0fa727f3b282196eb1097410b4be6818,composition,People from the location that appointed Michelle Bachelet to govermental position speak what language?,"[{'aliases': ['Aymara'], 'answer': 'Aymara language', 'answer_id': 'm.01y5tq'}, {'aliases': ['Mapuche', 'Mapudungu', 'Mapudungun', 'Araucano', 'Maputongo'], 'answer': 'Mapudungun Language', 'answer_id': 'm.01zn1j'}, {'aliases': ['Easter Island', 'Pascuense', 'Rapa Nui'], 'answer': 'Rapa Nui Language', 'answer_id': 'm.0565hv'}, {'aliases': ['Español', 'Spanish language', 'Castillian', 'Spanish', 'The language of Cervantes', 'Castellano', 'Castillan', 'Castilian'], 'answer': 'Spanish Language', 'answer_id': 'm.06nm1'}, {'aliases': ['Puquina'], 'answer': 'Puquina Language', 'answer_id': 'm.09_sxt'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/01y5tq', '/m/01zn1j', '/m/0565hv', '/m/06nm1', '/m/09_sxt']"
